ID_Demanda,Origen,Destino,Cantidad de Enlaces,Velocidad [Gbps],Ruta
R101,Salvador Mazza,Catriel,1,300,Salvador Mazza - Embarcacion - Lib Gral San Martin - San Pedro Jujuy - San Salvador de Jujuy - Salta - San Jose de Metan - Choromoro - San Miguel de Tucuman - Concepcion - Catamarca - La Rioja - Patquia - San Jose de Jachal - San Juan - Villa Media Agua - Villa Tulumaya - Mendoza - Tunuyan - San Rafael - Gral. Alvear - Santa Isabel - Catriel
R102,Patquia,San Salvador de Jujuy,1,100,Patquia - La Rioja - Catamarca - Concepcion - San Miguel de Tucuman - Choromoro - San Jose de Metan - Salta - San Salvador de Jujuy
R103,Victorica,Perito Moreno,1,200,Victorica - Santa Isabel - Catriel - Sargento Vidal - Neuquen - Arroyito (Nqn) - Picun Leufu - Piedra del Aguila - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno
R104,Buta Ranquil,Marcos Paz,1,400,Buta Ranquil - Malargue - San Rafael - Gral. Alvear - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - Rufino - Lujan - Benavidez - Marcos Paz
R105,Zapala,Bajo Caracoles,1,100,Zapala - Junin de los Andes - San Martin de los Andes - Villa La Angostura - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Bajo Caracoles
R106,Perito Moreno,Dolores,1,100,Perito Moreno - Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores
R107,Viedma,Leones,1,100,Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Pinamar - Las Toninas - Abasto - La Plata - CABA - Benavidez - Exaltacion de la Cruz - Arrecifes - Pergamino - Rosario - Cañada De Gomez - Leones
R108,Rio Mayo,Bolivar,1,200,Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Aguada Cecilio - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Tandil - Azul - Olavarria - Bolivar
R109,Tunuyan,Santa Fe,1,200,Tunuyan - Mendoza - Santa Rosa (Mza) - San Luis - V. Mercedes - Chucul - Hernando - Corralito - Cordoba - Arroyito - San Francisco - Rafaela - Santa Fe
R110,San Martin de los Andes,Peru,1,100,San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Gral. Alvear - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Peru
R111,El Condor,Clorinda,1,400,El Condor - Rio Gallegos - Luis Piedrabuena - Puerto San Julian - Jaramillo - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores - Chascomus - Abasto - Marcos Paz - Benavidez - Campana - Zarate - Concepcion del Uruguay - Concordia - Parana - Santa Fe - Rafaela - Sunchales - Ceres - Tostado - Vera - Resistencia - Formosa - Clorinda
R112,Victorica,Baradero,1,200,Victorica - Winifreda - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - 9 De Julio - Bragado - Chivilcoy - Mercedes - Lujan - Cañuelas - Abasto - La Plata - CABA - Benavidez - Campana - Zarate - Baradero
R113,Embarcacion,Baradero,1,100,Embarcacion - Cap Juan Page - Las Lomitas - Formosa - Resistencia - Corrientes - Bellavista - Goya - La Paz - Parana - Santa Fe - San Fabian - Rosario - San Nicolas de los Arroyos - San Pedro BsAs - Baradero
R114,Cañada De Gomez,Rawson,1,200,Cañada De Gomez - Rosario - Pergamino - Arrecifes - San Antonio De Areco - Benavidez - Lujan - Rufino - Pehuajo - Trenque Lauquen - Santa Rosa (LP) - Peru - Rio Colorado - General Conesa - San Antonio Oeste - Sierra Grande - Puerto Madryn - Trelew - Rawson
R115,Patquia,San Salvador de Jujuy,1,300,Patquia - La Rioja - Catamarca - Concepcion - San Miguel de Tucuman - Choromoro - San Jose de Metan - Salta - San Salvador de Jujuy
R116,Azul,San Martin de los Andes,1,200,Azul - Tandil - Mar Del Plata - Tres Arroyos - Bahia Blanca - Viedma - San Antonio Oeste - Aguada Cecilio - Dina Huapi - Villa La Angostura - San Martin de los Andes
R117,Cap Juan Page,Exaltacion de la Cruz,1,400,Cap Juan Page - Las Lomitas - Formosa - Resistencia - Corrientes - Ituzaingo - Posadas - San Jose - Paso de Los Libres - Concordia - Concepcion del Uruguay - Zarate - Campana - Benavidez - Exaltacion de la Cruz
R118,Neuquen,Picun Leufu,1,200,Neuquen - Arroyito (Nqn) - Picun Leufu
R120,Colonia Las Heras,Gobernador Gregores,1,200,Colonia Las Heras - Pico Truncado - Caleta Olivia - Jaramillo - Puerto San Julian - Luis Piedrabuena - Rio Gallegos - Esperanza (StaCruz) - El Calafate - Tres lagos - Gobernador Gregores
R121,Zarate,San Marcos,1,400,Zarate - Baradero - San Pedro BsAs - San Nicolas de los Arroyos - Rosario - Cañada De Gomez - Leones - San Marcos
R123,Pico Truncado,Chacabuco,1,400,Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - General Conesa - Rio Colorado - Peru - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - Rufino - Vedia - Junin - Chacabuco
R124,Chacabuco,Embarcacion,1,200,Chacabuco - Lujan - Benavidez - San Antonio De Areco - Arrecifes - Pergamino - Rosario - San Fabian - Santa Fe - Parana - La Paz - Goya - Bellavista - Corrientes - Resistencia - Formosa - Las Lomitas - Cap Juan Page - Embarcacion
R125,La Quiaca,Concordia,1,300,La Quiaca - Humahuaca - San Salvador de Jujuy - Salta - San Jose de Metan - Presidencia Roque Saenz Peña - Resistencia - Corrientes - Ituzaingo - Posadas - San Jose - Paso de Los Libres - Concordia
R126,Rufino,Sargento Vidal,1,100,Rufino - Pehuajo - Trenque Lauquen - Santa Rosa (LP) - Winifreda - Victorica - Santa Isabel - Catriel - Sargento Vidal
R127,Rio Mayo,Buta Ranquil,1,100,Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil
R128,CABA,Tres Arroyos,1,100,CABA - La Plata - Abasto - Chascomus - Dolores - Las Armas - Mar Del Plata - Tres Arroyos
R129,San Martin de los Andes,Victorica,1,100,San Martin de los Andes - Villa La Angostura - Dina Huapi - Piedra del Aguila - Picun Leufu - Arroyito (Nqn) - Neuquen - Sargento Vidal - Catriel - Santa Isabel - Victorica
R131,Junin de los Andes,Comodoro Rivadavia,1,400,Junin de los Andes - San Martin de los Andes - Villa La Angostura - Dina Huapi - Aguada Cecilio - San Antonio Oeste - Sierra Grande - Puerto Madryn - Trelew - Rawson - Comodoro Rivadavia
R132,Jesus Maria,Jardin America,1,200,Jesus Maria - Cordoba - Arroyito - San Francisco - Rafaela - Santa Fe - Parana - La Paz - Goya - Bellavista - Corrientes - Ituzaingo - Posadas - Jardin America
R133,Jardin America,Chascomus,1,400,Jardin America - Posadas - San Jose - Paso de Los Libres - Concordia - Concepcion del Uruguay - Zarate - Campana - Benavidez - Marcos Paz - Abasto - Chascomus
R134,Leones,Santiago del Estero,1,400,Leones - San Marcos - Villa Maria - Manfredi - Cordoba - Jesus Maria - Dean Funes - Frias - Santiago del Estero
R135,Benavidez,General Roca,1,300,Benavidez - CABA - La Plata - Abasto - Las Toninas - Pinamar - Mar Del Plata - Tres Arroyos - Bahia Blanca - Viedma - San Antonio Oeste - General Conesa - Rio Colorado - Choele Choel - General Roca
R136,San Fabian,San Luis,1,300,San Fabian - Santa Fe - Rafaela - San Francisco - Arroyito - Cordoba - Corralito - Hernando - Chucul - V. Mercedes - San Luis
R137,Tecka,Arrecifes,1,400,Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores - Chascomus - Abasto - Marcos Paz - Benavidez - Exaltacion de la Cruz - Arrecifes
R138,Añatuya,Leones,1,200,Añatuya - Tostado - Ceres - Sunchales - Rafaela - Santa Fe - San Fabian - Rosario - Cañada De Gomez - Leones
R139,Vera,Chascomus,1,200,Vera - Tostado - Ceres - Sunchales - Rafaela - Santa Fe - San Fabian - Rosario - Pergamino - Arrecifes - San Antonio De Areco - Benavidez - Marcos Paz - Abasto - Chascomus
R140,San Carlos de Bariloche,Arrecifes,1,100,San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores - Chascomus - Abasto - Marcos Paz - Benavidez - Exaltacion de la Cruz - Arrecifes
R141,Olavarria,Chivilcoy,1,300,Olavarria - Bolivar - Pehuajo - 9 De Julio - Bragado - Chivilcoy
R142,Rosario,Formosa,1,100,Rosario - San Fabian - Santa Fe - Parana - La Paz - Goya - Bellavista - Corrientes - Resistencia - Formosa
R143,Abasto,Chivilcoy,1,400,Abasto - Cañuelas - Lujan - Mercedes - Chivilcoy
R144,Tecka,Rio Gallegos,1,200,Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Colonia Las Heras - Pico Truncado - Caleta Olivia - Jaramillo - Puerto San Julian - Luis Piedrabuena - Rio Gallegos
R145,Aguada Cecilio,Ceres,1,200,Aguada Cecilio - San Antonio Oeste - General Conesa - Rio Colorado - Peru - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - Rufino - Lujan - Benavidez - San Antonio De Areco - Arrecifes - Pergamino - Rosario - San Fabian - Santa Fe - Rafaela - Sunchales - Ceres
R146,Tres Arroyos,Las Armas,1,300,Tres Arroyos - Mar Del Plata - Las Armas
R147,Hernando,Humahuaca,1,200,Hernando - Corralito - Cordoba - Jesus Maria - Dean Funes - Frias - Santiago del Estero - San Miguel de Tucuman - Santa Maria - San Antonio de los Cobres - La Quiaca - Humahuaca
R148,Chucul,Caleta Olivia,1,400,Chucul - V. Mercedes - San Luis - Santa Rosa (Mza) - Mendoza - Tunuyan - San Rafael - Gral. Alvear - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Peru - Rio Colorado - General Conesa - San Antonio Oeste - Sierra Grande - Puerto Madryn - Trelew - Rawson - Comodoro Rivadavia - Caleta Olivia
R150,Concepcion,San Jose,1,400,Concepcion - San Miguel de Tucuman - Choromoro - San Jose de Metan - Presidencia Roque Saenz Peña - Resistencia - Corrientes - Ituzaingo - Posadas - San Jose
R151,Choele Choel,Las Lomitas,1,400,Choele Choel - Rio Colorado - Algarrobo - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores - Chascomus - Abasto - Marcos Paz - Benavidez - Campana - Zarate - Concepcion del Uruguay - Concordia - Parana - Santa Fe - Rafaela - Sunchales - Ceres - Tostado - Vera - Resistencia - Formosa - Las Lomitas
R152,Gobernador Gregores,Bolivar,1,200,Gobernador Gregores - Tres lagos - El Calafate - Esperanza (StaCruz) - Rio Gallegos - Luis Piedrabuena - Puerto San Julian - Jaramillo - Caleta Olivia - Pico Truncado - Colonia Las Heras - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Aguada Cecilio - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Tandil - Azul - Olavarria - Bolivar
R153,Jesus Maria,9 De Julio,1,100,Jesus Maria - Cordoba - Manfredi - Villa Maria - San Marcos - Leones - Cañada De Gomez - Rosario - Pergamino - Arrecifes - San Antonio De Areco - Benavidez - Lujan - Mercedes - Chivilcoy - Bragado - 9 De Julio
R154,Parana,Corralito,1,300,Parana - Santa Fe - Rafaela - San Francisco - Arroyito - Cordoba - Corralito
R155,El Foyel,Salta,1,200,El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Villa Tulumaya - Villa Media Agua - San Juan - San Jose de Jachal - Patquia - La Rioja - Catamarca - Concepcion - San Miguel de Tucuman - Choromoro - San Jose de Metan - Salta
R156,Cordoba,Posadas,1,400,Cordoba - Manfredi - Villa Maria - San Marcos - Leones - Cañada De Gomez - Rosario - Concepcion del Uruguay - Concordia - Paso de Los Libres - San Jose - Posadas
R157,San Nicolas de los Arroyos,Las Lomitas,1,100,San Nicolas de los Arroyos - Rosario - San Fabian - Santa Fe - Parana - La Paz - Goya - Bellavista - Corrientes - Resistencia - Formosa - Las Lomitas
R160,Tandil,Gral. Alvear,1,400,Tandil - Azul - Olavarria - Bolivar - Pehuajo - Trenque Lauquen - Santa Rosa (LP) - Winifreda - Victorica - Santa Isabel - Gral. Alvear
R161,Peru,Belen,1,200,Peru - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - 9 De Julio - Bragado - Chivilcoy - Mercedes - Lujan - Cañuelas - Abasto - La Plata - CABA - Benavidez - Exaltacion de la Cruz - Arrecifes - Pergamino - Rosario - Cañada De Gomez - Leones - San Marcos - Villa Maria - Manfredi - Cordoba - La Rioja - Catamarca - Concepcion - San Miguel de Tucuman - Santa Maria - Belen
R162,San Nicolas de los Arroyos,Leones,1,400,San Nicolas de los Arroyos - Rosario - Cañada De Gomez - Leones
R163,Chacabuco,Marcos Paz,1,300,Chacabuco - Lujan - Benavidez - Marcos Paz
R164,Catamarca,Buta Ranquil,1,300,Catamarca - La Rioja - Patquia - Serrezuela - San Juan - Villa Media Agua - Villa Tulumaya - Mendoza - Tunuyan - San Rafael - Malargue - Buta Ranquil
R166,Patquia,San Francisco,1,100,Patquia - Serrezuela - La Falda - Cordoba - Arroyito - San Francisco
R167,Arrecifes,Corralito,1,100,Arrecifes - Pergamino - Rosario - Cañada De Gomez - Leones - San Marcos - Villa Maria - Manfredi - Cordoba - Corralito
R168,General Roca,Puerto Madryn,1,300,General Roca - Neuquen - Arroyito (Nqn) - Picun Leufu - Piedra del Aguila - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn
R169,San Jose de Jachal,San Antonio Oeste,1,200,San Jose de Jachal - San Juan - Villa Media Agua - Villa Tulumaya - Mendoza - Tunuyan - San Rafael - Gral. Alvear - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Peru - Rio Colorado - General Conesa - San Antonio Oeste
R170,Pico Truncado,Winifreda,1,200,Pico Truncado - Colonia Las Heras - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Piedra del Aguila - Picun Leufu - Arroyito (Nqn) - Neuquen - Sargento Vidal - Catriel - Santa Isabel - Victorica - Winifreda
R171,Luis Piedrabuena,Trenque Lauquen,1,100,Luis Piedrabuena - Rio Gallegos - Esperanza (StaCruz) - El Calafate - Tres lagos - Gobernador Gregores - Bajo Caracoles - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Aguada Cecilio - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Tandil - Azul - Olavarria - Bolivar - Pehuajo - Trenque Lauquen
R172,Esquel,General Roca,1,300,Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Piedra del Aguila - Picun Leufu - Arroyito (Nqn) - Neuquen - General Roca
R173,Catriel,Rio Mayo,1,300,Catriel - Sargento Vidal - Neuquen - Arroyito (Nqn) - Picun Leufu - Piedra del Aguila - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo
R174,Corrientes,Santa Fe,1,300,Corrientes - Resistencia - Vera - Tostado - Ceres - Sunchales - Rafaela - Santa Fe
R176,Junin de los Andes,Lib Gral San Martin,1,100,Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Gral. Alvear - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - 9 De Julio - Bragado - Chivilcoy - Mercedes - Lujan - Cañuelas - Abasto - La Plata - CABA - Benavidez - Campana - Zarate - Concepcion del Uruguay - Concordia - Paso de Los Libres - San Jose - Posadas - Ituzaingo - Corrientes - Resistencia - Formosa - Las Lomitas - Cap Juan Page - Embarcacion - Lib Gral San Martin
R177,La Falda,La Paz,1,200,La Falda - Cordoba - Arroyito - San Francisco - Rafaela - Santa Fe - Parana - La Paz
R178,Arrecifes,Sunchales,1,200,Arrecifes - Pergamino - Rosario - San Fabian - Santa Fe - Rafaela - Sunchales
R179,Exaltacion de la Cruz,Bolivar,1,200,Exaltacion de la Cruz - Benavidez - CABA - La Plata - Abasto - Cañuelas - Lujan - Mercedes - Chivilcoy - Bragado - 9 De Julio - Pehuajo - Bolivar
R180,San Francisco,V. Mercedes,1,300,San Francisco - Arroyito - Cordoba - Corralito - Hernando - Chucul - V. Mercedes
R183,San Sebastian,CABA,1,200,San Sebastian - Estacion Cullen - El Condor - Rio Gallegos - Luis Piedrabuena - Puerto San Julian - Jaramillo - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - General Conesa - Rio Colorado - Algarrobo - Bahia Blanca - Tres Arroyos - Mar Del Plata - Pinamar - Las Toninas - Abasto - Marcos Paz - Benavidez - CABA
R184,Mercedes,San Pedro BsAs,1,300,Mercedes - Lujan - Benavidez - Campana - Zarate - Baradero - San Pedro BsAs
R185,Colonia Las Heras,Santa Rosa (Mza),1,100,Colonia Las Heras - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Santa Rosa (Mza)
R186,Pinamar,9 De Julio,1,100,Pinamar - Las Toninas - Abasto - Cañuelas - Lujan - Mercedes - Chivilcoy - Bragado - 9 De Julio
R187,Tostado,Parana,1,100,Tostado - Ceres - Sunchales - Rafaela - Santa Fe - Parana
R188,Arrecifes,San Juan,1,400,Arrecifes - Pergamino - Rosario - Cañada De Gomez - Leones - San Marcos - Villa Maria - Manfredi - Cordoba - Patquia - San Jose de Jachal - San Juan
R189,La Falda,Embarcacion,1,200,La Falda - Cordoba - Patquia - Chilecito - Belen - Santa Maria - San Antonio de los Cobres - La Quiaca - Humahuaca - San Salvador de Jujuy - San Pedro Jujuy - Lib Gral San Martin - Embarcacion
R190,Colonia Las Heras,Trelew,1,400,Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew
R192,Bragado,Lib Gral San Martin,1,400,Bragado - 9 De Julio - Pehuajo - Rufino - Lujan - Cañuelas - Abasto - Marcos Paz - Benavidez - Campana - Zarate - Concepcion del Uruguay - Concordia - Parana - La Paz - Goya - Bellavista - Corrientes - Resistencia - Formosa - Las Lomitas - Cap Juan Page - Embarcacion - Lib Gral San Martin
R193,Resistencia,Campana,1,400,Resistencia - Corrientes - Bellavista - Goya - La Paz - Parana - Concordia - Concepcion del Uruguay - Zarate - Campana
R194,Esperanza (StaCruz),Epuyen,1,300,Esperanza (StaCruz) - El Calafate - Tres lagos - Gobernador Gregores - Bajo Caracoles - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen
R195,Puerto San Julian,San Rafael,1,100,Puerto San Julian - Luis Piedrabuena - Rio Gallegos - Esperanza (StaCruz) - El Calafate - Tres lagos - Gobernador Gregores - Bajo Caracoles - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael
R196,San Marcos,La Plata,1,200,San Marcos - Leones - Cañada De Gomez - Rosario - Pergamino - Arrecifes - San Antonio De Areco - Benavidez - CABA - La Plata
R199,Ceres,V. Mercedes,1,100,Ceres - Sunchales - Rafaela - San Francisco - Arroyito - Cordoba - Corralito - Hernando - Chucul - V. Mercedes
R200,Jaramillo,Tres lagos,1,200,Jaramillo - Puerto San Julian - Luis Piedrabuena - Rio Gallegos - Esperanza (StaCruz) - El Calafate - Tres lagos
